ID,ID2,Latitude,Longitude,Elevation,Tmax01,Tmax02,Tmax03,Tmax04,Tmax05,Tmax06,Tmax07,Tmax08,Tmax09,Tmax10,Tmax11,Tmax12,Tmin01,Tmin02,Tmin03,Tmin04,Tmin05,Tmin06,Tmin07,Tmin08,Tmin09,Tmin10,Tmin11,Tmin12,Tave01,Tave02,Tave03,Tave04,Tave05,Tave06,Tave07,Tave08,Tave09,Tave10,Tave11,Tave12,PPT01,PPT02,PPT03,PPT04,PPT05,PPT06,PPT07,PPT08,PPT09,PPT10,PPT11,PPT12,Rad01,Rad02,Rad03,Rad04,Rad05,Rad06,Rad07,Rad08,Rad09,Rad10,Rad11,Rad12,DD_0_01,DD_0_02,DD_0_03,DD_0_04,DD_0_05,DD_0_06,DD_0_07,DD_0_08,DD_0_09,DD_0_10,DD_0_11,DD_0_12,DD5_01,DD5_02,DD5_03,DD5_04,DD5_05,DD5_06,DD5_07,DD5_08,DD5_09,DD5_10,DD5_11,DD5_12,DD_18_01,DD_18_02,DD_18_03,DD_18_04,DD_18_05,DD_18_06,DD_18_07,DD_18_08,DD_18_09,DD_18_10,DD_18_11,DD_18_12,DD18_01,DD18_02,DD18_03,DD18_04,DD18_05,DD18_06,DD18_07,DD18_08,DD18_09,DD18_10,DD18_11,DD18_12,NFFD01,NFFD02,NFFD03,NFFD04,NFFD05,NFFD06,NFFD07,NFFD08,NFFD09,NFFD10,NFFD11,NFFD12,PAS01,PAS02,PAS03,PAS04,PAS05,PAS06,PAS07,PAS08,PAS09,PAS10,PAS11,PAS12,Eref01,Eref02,Eref03,Eref04,Eref05,Eref06,Eref07,Eref08,Eref09,Eref10,Eref11,Eref12,CMD01,CMD02,CMD03,CMD04,CMD05,CMD06,CMD07,CMD08,CMD09,CMD10,CMD11,CMD12,RH01,RH02,RH03,RH04,RH05,RH06,RH07,RH08,RH09,RH10,RH11,RH12
S02,Sweetwater River,32.89928,-116.5849,1168,13.5,15.3,14.4,18.5,19.3,27.9,32.8,31.6,28.5,24.2,19.2,16.9,4.1,4.2,2,4.1,5.5,8.5,13.9,13.4,10.8,6.8,2.9,2.8,8.8,9.7,8.2,11.3,12.4,18.2,23.3,22.5,19.6,15.5,11,9.9,412,345,187,80,48,3,5,1,1,16,2,21,11.7,14.9,20.1,23.9,24.8,27.5,26.9,25.8,23.5,19.7,15.8,13.5,7,5,7,1,0,0,0,0,0,0,2,5,125,138,106,190,233,395,567,541,439,325,184,157,289,228,306,208,184,42,3,5,30,101,210,250,0,0,0,2,4,49,166,140,79,14,1,1,26,24,21,25,28,30,31,31,30,29,22,23,4,1,1,0,0,0,0,0,0,0,0,0,45,57,79,110,127,180,206,183,140,102,65,53,0,0,0,30,79,176,201,182,139,87,63,32,69,64,60,56,58,46,48,50,50,49,51,54
S07,West Fork Mojave River,34.28425,-117.375389,1092,13.3,15.8,15.9,19.9,20.5,28,33.1,30.7,27.5,23.3,19,16.8,4,4.2,2,4.8,5.9,9.5,15.4,14.4,11.9,8.4,4.7,3.3,8.6,10,8.9,12.3,13.2,18.8,24.2,22.6,19.7,15.8,11.8,10,356,496,183,31,53,3,2,1,1,6,1,26,7.8,11.6,17.8,21.7,24.2,27.6,26.4,25,21,16.3,11.7,9.1,7,5,5,1,0,0,0,0,0,0,1,5,120,145,127,222,259,412,595,544,441,336,206,163,294,220,284,182,160,34,2,5,29,93,190,244,0,0,0,3,5,59,194,143,81,17,2,1,25,24,21,26,29,30,31,31,30,30,26,24,3,2,1,0,0,0,0,0,0,0,0,0,42,57,84,115,133,177,202,171,128,92,60,49,0,0,0,84,81,175,199,170,127,86,59,34,70,63,56,54,56,48,52,54,55,56,56,57
S08,Redwood Creek,36.69096,-118.909607,1682,9.7,9.4,8.3,12.4,14.8,20.8,27.4,26.7,24,20.4,14.9,11.3,-1.1,-2.1,-3.6,-.1,3.2,6.1,12.2,10.9,8,4.3,-1,-2.1,4.3,3.6,2.4,6.1,9,13.4,19.8,18.8,16,12.4,6.9,4.6,385,334,138,101,27,2,2,1,4,7,9,67,9.7,13.4,20.2,23.8,26.6,30.8,29,28.7,24.5,19.6,14.5,10.6,24,25,35,7,1,0,0,0,0,1,7,20,33,23,16,61,133,252,458,429,330,231,77,38,429,399,487,356,280,141,17,29,86,183,333,412,0,0,0,0,1,6,73,55,26,4,0,0,12,8,6,14,24,29,31,31,29,26,12,9,20,25,33,8,1,0,0,0,0,0,0,2,34,40,55,80,101,133,164,149,112,80,48,36,0,0,0,0,74,131,163,148,108,73,39,0,63,61,59,59,63,56,56,54,53,51,50,51
S10,North Fork Middle Fork Tule,36.20081,-118.650917,1288,10.8,11.5,10.2,15.8,18.2,24.1,30.6,29.8,26.9,23.2,16,12.4,2.5,1.6,.2,3.7,5.8,8.6,15,13.6,11.1,7.8,2.6,1.4,6.7,6.6,5.2,9.7,12,16.4,22.8,21.7,19,15.5,9.3,6.9,322,302,146,125,29,1,1,0,4,5,4,56,8.9,12.8,20,23.4,26.3,30.5,28.3,27.5,23.2,18.4,13.4,10.2,13,12,16,2,0,0,0,0,0,0,3,11,71,63,44,146,218,340,551,517,419,325,136,79,355,316,399,249,195,74,4,8,37,101,261,341,0,0,0,1,3,24,150,120,66,14,0,0,22,18,15,24,29,30,31,31,30,30,21,19,7,6,7,1,0,0,0,0,0,0,0,1,34,43,59,92,116,150,180,163,122,88,49,38,0,0,0,0,87,148,180,163,118,83,45,0,72,67,66,61,61,54,56,54,54,54,57,60
S11,Mill Creek,34.07808,-116.87558,1990,7.9,10,9.7,14.4,15.1,22.9,27.4,25,22.1,18.8,13.4,11.7,-2.6,-2.7,-5,-2,.2,4.9,10.7,8.9,5.7,1.5,-2.5,-3.3,2.7,3.6,2.4,6.2,7.6,13.9,19.1,17,13.9,10.2,5.4,4.2,422,532,218,61,40,2,3,1,2,12,1,27,14,17,22.3,24.9,27,30.2,29,28.5,26.2,22.5,18.4,15.2,36,25,35,7,1,0,0,0,0,1,11,23,19,23,17,61,97,267,436,371,267,170,51,33,478,398,486,356,321,130,23,59,136,244,377,426,0,0,0,0,0,8,56,26,12,1,0,0,9,7,4,8,15,27,31,31,27,19,8,7,40,40,52,5,4,0,0,0,0,0,0,1,35,46,65,96,111,152,172,146,111,83,49,41,0,0,0,35,70,150,168,145,110,71,48,25,63,57,50,48,53,47,52,53,51,48,49,49
S15,Rock Creek,43.37876,-122.952072,1168,6.3,9.6,8.7,13.6,15.7,17.9,26.2,25.1,23.5,18.4,10.9,10.1,-1.7,1.9,.6,2.1,4.7,7.7,11.1,8.7,9.5,5.8,3.2,1.8,2.3,5.8,4.6,7.9,10.2,12.8,18.7,16.9,16.5,12.1,7.1,6,368,213,282,244,76,103,12,3,47,119,354,551,5.1,6.5,11.2,16.1,20.9,21,25.1,22.3,15.1,9.5,4.6,4,39,14,19,4,0,0,0,0,0,1,7,14,16,48,37,98,168,234,424,368,345,222,80,60,488,339,416,304,237,154,27,61,75,191,329,370,0,1,1,2,4,5,48,25,31,7,1,1,11,19,17,21,27,29,31,31,29,28,23,20,39,6,19,7,2,1,0,0,0,0,11,11,19,29,43,75,96,104,151,132,92,57,25,20,0,0,0,0,20,1,139,129,45,0,0,0,71,74,73,63,65,68,56,52,58,61,74,72
S16,O'Neil Creek,41.80979,-123.118874,1092,7.8,10.8,10.5,15.4,18.7,21,30,28.6,25.9,19.6,12.1,9.4,-1.1,1.1,-.6,2,4.3,7.7,13.2,11.2,10.2,6.8,2.4,.6,3.3,5.9,4.9,8.7,11.5,14.4,21.6,19.9,18.1,13.2,7.2,5,176,127,99,64,22,26,1,1,10,46,81,161,6.5,7.9,13.9,18.3,23.5,23.8,25.4,23.2,17.3,12.1,7,5.8,30,14,17,3,0,0,0,0,0,0,6,18,24,51,40,119,204,280,514,463,392,256,84,44,458,334,407,279,208,120,7,18,48,161,324,400,1,1,1,3,7,10,117,79,51,11,1,0,12,16,13,21,26,29,31,31,30,29,21,17,13,3,6,1,0,0,0,0,0,0,2,5,23,35,54,86,117,127,175,151,106,63,30,22,0,0,0,21,95,100,174,151,96,17,0,0,69,68,63,58,56,59,53,51,54,60,68,72
S17,Deep Creek,41.66546,-123.113411,680,7.9,11.9,12.6,18.5,22,24.5,33.7,32.1,29,22.8,13.3,9.4,-1.9,1,.1,3.1,5,8.6,14,11.8,10.1,6.4,2.1,-.1,3,6.4,6.3,10.8,13.5,16.6,23.8,22,19.5,14.6,7.7,4.6,28,12,4,8,10,19,1,1,4,7,16,21,7.4,8.7,14.8,18.8,23.8,24.1,25.7,23.8,18.6,13.5,8.4,7,33,12,11,1,0,0,0,0,0,0,5,20,21,60,63,176,268,347,583,525,436,300,95,39,467,320,364,221,152,70,2,7,31,122,309,412,0,1,1,6,13,27,182,126,77,18,1,0,10,16,15,23,28,30,31,31,30,29,20,15,2,0,0,0,0,0,0,0,0,0,0,1,24,38,61,99,136,148,200,173,122,75,33,22,0,26,56,92,126,129,199,172,118,67,17,4,66,64,59,53,50,53,47,45,47,51,63,70
S18,Little Jameson Creek,39.74298,-120.70401,1593,6.4,7.9,8.8,14.3,16.6,19.8,27.5,26.5,23.4,19,12.3,8.6,-3.3,-2.6,-5.1,-1.5,1.2,3.4,9,7.1,5.3,1.8,-1.7,-3.7,1.5,2.7,1.8,6.4,8.9,11.6,18.3,16.8,14.4,10.4,5.3,2.4,400,364,115,84,63,25,25,4,13,35,47,159,8.4,9.8,16.8,20,23.6,27.8,27.4,26.3,21.1,15.5,10.6,7.4,48,32,41,6,1,0,0,0,0,1,12,36,12,16,14,66,131,199,411,365,282,176,49,18,513,425,503,348,282,192,33,63,124,237,381,479,0,0,0,0,1,3,41,24,15,1,0,0,7,7,3,10,18,25,31,30,27,20,10,6,56,42,35,6,3,0,0,0,0,0,3,15,25,33,54,88,113,130,171,150,107,71,37,27,0,0,0,4,50,106,146,146,94,35,0,0,65,63,52,50,52,50,48,45,47,48,54,55
S29,Oregon Creek,39.39442,-121.083023,440,13.5,15.4,16.3,20.8,23.1,26.8,34.5,33.4,30.9,26.6,20.2,15.5,2.7,4.7,2.8,6,7.8,9.7,15.2,13.1,11.7,8.2,4.2,2.6,8.1,10,9.5,13.4,15.4,18.3,24.8,23.2,21.3,17.4,12.2,9.1,400,378,131,79,44,12,9,1,5,30,44,163,5.9,7.8,15.6,19.5,23.5,27.8,27.4,25.9,20,13.8,8.5,5.7,8,4,4,0,0,0,0,0,0,0,1,6,106,146,145,255,325,397,614,564,488,385,218,135,310,219,264,150,101,40,1,4,18,61,181,274,0,0,0,6,15,50,213,164,117,33,2,1,22,25,23,28,30,30,31,31,30,30,25,22,5,1,0,0,0,0,0,0,0,0,0,1,36,46,76,110,140,163,206,183,135,92,52,38,0,0,0,31,95,151,197,182,130,63,8,0,65,66,57,55,55,51,48,45,47,48,52,57
S32,Wawona,37.539,-119.653999,1214,12.2,12.4,12,16.4,18.8,23.9,30.6,29.9,27.3,23.4,18.2,14.2,.8,.8,-1.4,1.8,4.6,7.3,13.6,12.2,8.6,5,.1,0,6.5,6.6,5.3,9.1,11.7,15.6,22.1,21,18,14.2,9.2,7.1,431,326,143,53,47,1,4,1,2,14,19,72,9,12.5,19.5,22.6,25.4,29.6,28.3,28.1,24,19,13.5,9.6,13,11,15,2,0,0,0,0,0,0,3,11,68,64,45,128,210,318,529,496,389,287,132,83,360,315,396,269,203,90,6,11,50,133,265,336,0,0,0,1,3,18,128,105,49,8,0,0,17,16,11,20,27,29,31,31,29,27,15,15,9,6,7,1,0,0,0,0,0,0,0,1,37,45,66,97,122,151,184,165,126,89,54,39,0,0,0,43,75,150,179,165,124,75,34,0,62,62,56,54,56,51,52,50,47,47,46,53
S36,Deer Creek,42.27411,-123.636169,393,8.7,13.6,14.3,18.8,21.9,24.5,32.8,31.5,29.1,22.7,13.2,10.1,-1,1.9,.5,3,5.2,7.7,10.7,7.9,6.7,4.2,2.6,1.1,3.8,7.8,7.4,10.9,13.6,16.1,21.8,19.7,17.9,13.4,7.9,5.6,235,200,165,110,37,25,2,1,10,88,167,250,5.9,7.4,13.1,17.3,22.4,21.7,23.8,21.6,16.4,11.6,6.3,5.1,27,8,8,1,0,0,0,0,0,0,5,16,28,89,86,178,269,331,519,455,388,264,99,53,442,282,331,219,151,81,7,20,51,154,304,382,1,1,2,6,13,21,121,73,48,12,1,1,12,19,16,23,28,29,31,31,28,26,21,18,14,2,2,1,0,0,0,0,0,0,4,6,24,40,65,100,135,149,200,174,125,75,32,22,0,0,0,0,98,123,199,173,115,0,0,0,67,62,56,52,50,51,41,38,39,46,65,71
