"","ID_Year","Region","Year","Latitude","Longitude","Drought","Experiment_Date","Water_Content","SLA","Stomatal_Conductance","Assimilation","Biomass"
"1","S02_2011","South_Centre",2011,32.89928,-116.5849,"W",101.259259259259,0.195459789629146,244.933505946072,0.548928748925926,13.2612841018148,2.59607142857143
"2","S02_2012","South_Centre",2012,32.89928,-116.5849,"W",100.666666666667,0.207008585093084,217.149691885302,0.500746756740741,11.6663035608148,2.89166666666667
"3","S02_2013","South_Centre",2013,32.89928,-116.5849,"W",94.875,0.204588657643042,228.416442678173,0.423464455833333,9.13049377873333,3.03083333333333
"4","S02_2014","South_Centre",2014,32.89928,-116.5849,"W",99.5,0.193754253254153,247.627128663474,0.589559542355556,10.7865117177111,2.58675
"5","S07_2011","South_Centre",2011,34.28425,-117.375389,"W",92.25,0.203970837056748,217.231698044814,0.437260113727273,9.57036172148485,2.65958333333333
"6","S07_2014","South_Centre",2014,34.28425,-117.375389,"W",100.375,0.195595887878918,226.12361527926,0.511576709266667,13.2078251248445,2.541
"7","S08_2011","South_Centre",2011,36.69096,-118.909607,"W",103.875,0.229324281905745,248.969549949719,0.554310757333334,11.6232266144444,2.30625
"8","S08_2012","South_Centre",2012,36.69096,-118.909607,"W",101.384615384615,0.251643000288612,225.422629244989,0.543994756020833,10.9728861192708,2.14075
"9","S08_2013","South_Centre",2013,36.69096,-118.909607,"W",101.95,0.241988394169221,227.779283193877,0.5454644625,13.4406774967917,2.1115
"10","S10_2011","South_Centre",2011,36.20081,-118.650917,"W",104.714285714286,0.206781193566721,283.094971245065,0.531215101888889,10.9987822118889,1.875
"11","S10_2012","South_Centre",2012,36.20081,-118.650917,"W",95.5454545454545,0.228788397391658,245.59423037222,0.41187819225,10.33277555025,2.24333333333333
"12","S10_2013","South_Centre",2013,36.20081,-118.650917,"W",100.35,0.232843548925013,232.384390366491,0.479523933041667,12.6309868347917,2.075
"13","S10_2014","South_Centre",2014,36.20081,-118.650917,"W",103.483870967742,0.221069009743349,271.451843406766,0.514150631384615,10.2548677761795,2.0859375
"14","S15_2010","North",2010,43.37876,-122.952072,"W",96,0.214120453237076,223.473660744796,0.368477327355556,12.1086869847555,2.49861111111111
"15","S15_2012","North",2012,43.37876,-122.952072,"W",100.625,0.206315767973856,234.667025426755,0.416140979166667,13.2877978208333,2.02625
"16","S15_2014","North",2014,43.37876,-122.952072,"W",99.4736842105263,0.179201916728878,289.158280008644,0.626970682190477,15.8071199938095,1.8655
"17","S15_2015","North",2015,43.37876,-122.952072,"W",101.424242424242,0.181807924927824,265.754365775669,0.460830168511111,14.7419146650667,2.05944444444444
"18","S16_2010","North",2010,41.80979,-123.118874,"W",96.59375,0.207159018007306,236.680123536968,0.491100438805556,12.3758769080833,2.6196875
"19","S16_2012","North",2012,41.80979,-123.118874,"W",99,0.185508068929122,263.009165871213,0.45493021275,11.0765543643333,2.250625
"20","S16_2013","North",2013,41.80979,-123.118874,"W",97.0666666666667,0.187332150765194,214.35288983797,0.450457843388889,15.1709507883333,2.083125
"21","S16_2014","North",2014,41.80979,-123.118874,"W",96,0.227152545381012,247.539380803584,0.497641816875,12.8981612154167,2.231
"22","S16_2015","North",2015,41.80979,-123.118874,"W",94.9285714285714,0.202440536083498,220.6523543576,0.45564406369697,12.1043061642121,2.20321428571429
"23","S16_2016","North",2016,41.80979,-123.118874,"W",97.65,0.218027869895663,224.65418385599,0.425942753313725,11.2991157350588,2.0185
"24","S17_2011","North",2011,41.66546,-123.113411,"W",102.8,0.200437544181081,234.318460070128,0.382557591133333,11.6681952889333,1.95625
"25","S17_2014","North",2014,41.66546,-123.113411,"W",98.5,0.195208333333333,214.307880359687,0.371631345,10.3901490166667,1.94
"26","S17_2015","North",2015,41.66546,-123.113411,"W",104.157894736842,0.206266852718772,217.584950149642,0.416047736375,12.97168174125,2.4955
"27","S18_2010","South_Centre",2010,39.74298,-120.70401,"W",101.41935483871,0.255222783842882,206.211267953685,0.523214384233333,12.0950271675,2.275625
"28","S18_2012","South_Centre",2012,39.74298,-120.70401,"W",103.096774193548,0.250036458715088,219.422778085691,0.387353266,10.602456976,2.698125
"29","S18_2013","South_Centre",2013,39.74298,-120.70401,"W",105.914285714286,0.218712723784235,239.668491350415,0.522272863121212,14.1126694195757,2.247
"30","S18_2014","South_Centre",2014,39.74298,-120.70401,"W",104.514285714286,0.242931773367539,209.826553600875,0.516744673395833,12.4319422466667,2.45527777777778
"31","S29_2010","South_Centre",2010,39.39442,-121.083023,"W",103.8,0.223125194292344,227.647015076102,0.566296880833333,14.2936583148611,2.38096774193548
"32","S29_2013","South_Centre",2013,39.39442,-121.083023,"W",102.5,0.23406454248366,259.942573850541,0.717826729333334,14.6895298225,1.80875
"33","S29_2014","South_Centre",2014,39.39442,-121.083023,"W",102.074074074074,0.24104855816556,213.719670429747,0.432822085777778,12.1291097088148,2.42740740740741
"34","S29_2015","South_Centre",2015,39.39442,-121.083023,"W",96.7142857142857,0.311126814362108,171.441812172775,0.127817888,6.57177648616666,2.54125
"35","S32_2010","South_Centre",2010,37.539,-119.653999,"W",99.4074074074074,0.228672003356993,257.440826922409,0.377184056416667,10.95881723775,2.36821428571429
"36","S32_2012","South_Centre",2012,37.539,-119.653999,"W",99,0.230109219315549,260.315215292653,0.423470647833333,12.0420831223958,2.29589743589744
"37","S32_2014","South_Centre",2014,37.539,-119.653999,"W",101.75,0.256060926006637,212.079303385542,0.483855002030303,12.9681537364848,2.20875
"38","S36_2011","North",2011,42.27411,-123.636169,"W",103.194444444444,0.200381097488931,235.701658981491,0.546033427254902,14.2049656627451,1.97641025641026
"39","S36_2012","North",2012,42.27411,-123.636169,"W",103,0.193081477273347,252.614365725823,0.429843802745098,12.4095104029804,2.25625
"40","S36_2014","North",2014,42.27411,-123.636169,"W",103.321428571429,0.189714304190425,254.92324722198,0.666099588083333,13.9619689616389,1.8965625
"41","S36_2015","North",2015,42.27411,-123.636169,"W",105.228571428571,0.174077774773167,273.325188355167,0.519607395944444,13.3102509761111,2.10771428571429
